State Name,District Name,Dealer Type,Agency Name,Sub District Name,Village Name
West Bengal,Bankura,RETAILER,Sadhupada Ghosh,Bankura - I,Sunuk Pahari
West Bengal,Bankura,RETAILER,Patit Paban Konar,Indpur,Bhatra
West Bengal,Bankura,RETAILER,Rupak Kar,Raipur,Lurka
West Bengal,Bankura,RETAILER,Sk. Safiur Rahaman,Patrasayer,Kanta Dighi
West Bengal,Bankura,RETAILER,Dalim Midya,Patrasayer,Khaer Bani
West Bengal,Bankura,RETAILER,Amaresh Dey,Jaypur,Maynapur
West Bengal,Bankura,RETAILER,Debrata Ghosh,Jaypur,Sub District Headquater
West Bengal,Bankura,RETAILER,Tarun Kumar Mondal,Patrasayer,Bijpur
West Bengal,Bankura,RETAILER,Radharaman Dhabal,Bankura - I,Sub District Headquater
West Bengal,Bankura,RETAILER,Prasanta Pal,Jaypur,Gaighata
West Bengal,Bankura,RETAILER,Sudeb Nandi,Kotulpur,Lego
West Bengal,Bankura,RETAILER,Sujit Rakshit,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Dinabandhu Gorai,Bankura - II,Kadmaghati
West Bengal,Bankura,RETAILER,Sk. Abdur Rashid,Patrasayer,Biur
West Bengal,Bankura,RETAILER,Biswanath Banik,Patrasayer,Benda
West Bengal,Bankura,RETAILER,Ainal Mallick,Patrasayer,
West Bengal,Bankura,RETAILER,Biswanath Shee,Vishnupur,Dihar
West Bengal,Bankura,RETAILER,Joydeb Dey,Vishnupur,Chaubetya
West Bengal,Bankura,RETAILER,Sristidhar Hati,Patrasayer,
West Bengal,Bankura,RETAILER,Subodh Kumar Ghosh,Patrasayer,Lalpur
West Bengal,Bankura,RETAILER,Akkel Mondal,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,Sujan Kundu,Patrasayer,Krishna Bati
West Bengal,Bankura,RETAILER,Rajkumar Santra,Vishnupur,Prakash
West Bengal,Bankura,RETAILER,Sasti Charan Konar,Patrasayer,Naryanpur
West Bengal,Bankura,RETAILER,Bhajan Kumar Pal,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Sk.Abdul Hakim,Kotulpur,Sub District Headquater
West Bengal,Bankura,RETAILER,Madhusudan Mondal,Kotulpur,Ramdiha
West Bengal,Bankura,RETAILER,Sasti Giri,Vishnupur,Marar
West Bengal,Bankura,RETAILER,Gangadhar Patra,Vishnupur,Marar
West Bengal,Bankura,RETAILER,Santi Kumar Biswas,Kotulpur,Sub District Headquater
West Bengal,Bankura,RETAILER,Netai Nandi,Patrasayer,Patrasair
West Bengal,Bankura,RETAILER,Bimal Kumar Mondal,Kotulpur,Koalpara
West Bengal,Bankura,RETAILER,Sailen Kumar Biswas,Kotulpur,Karak Berya
West Bengal,Bankura,RETAILER,Siddharta Sankar Mondal,Kotulpur,Lego
West Bengal,Bankura,RETAILER,Tapas Kumar Pal,Vishnupur,Abantika
West Bengal,Bankura,RETAILER,Shyamal Mandal,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,Uttam Goswami,Vishnupur,Layek Band
West Bengal,Bankura,RETAILER,Ranjit Mohan Pal,Vishnupur,Dhengasol
West Bengal,Bankura,RETAILER,Ahamadulla Chowdhury,Vishnupur,Baliguma
West Bengal,Bankura,RETAILER,Harish Chandra Laha,Kotulpur,Lallbazar
West Bengal,Bankura,RETAILER,Dilip Kumar Nayak,Kotulpur,Sub District Headquater
West Bengal,Bankura,RETAILER,Jishu Majuri,Vishnupur,Majura
West Bengal,Bankura,RETAILER,Swapan Kumar Chakraborty,Vishnupur,Majura
West Bengal,Bankura,RETAILER,Chanchal Pal,Vishnupur,Ajodhya
West Bengal,Bankura,RETAILER,Biswanath Ghosh,Vishnupur,Bankati
West Bengal,Bankura,RETAILER,Susanti Pratihar,Vishnupur,Chaubetya
West Bengal,Bankura,RETAILER,Tarapada Chowdhury,Kotulpur,Gopalganja
West Bengal,Bankura,RETAILER,Nilotpal Dalal,Kotulpur,Madanmohan Pur
West Bengal,Bankura,RETAILER,Anil Kumar Dey,Vishnupur,Ajodhya
West Bengal,Bankura,RETAILER,Dilip Kumar Laha,Vishnupur,Dhengasol
West Bengal,Bankura,RETAILER,Amiya Kumar Mondal,Kotulpur,Sub District Headquater
West Bengal,Bankura,RETAILER,Abhijit Ghosh,Kotulpur,Tengrakhali
West Bengal,Bankura,RETAILER,Kaji Abdul Jabbar,Kotulpur,
West Bengal,Bankura,RETAILER,Dilip Kumar Dutta,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,Sujoy Kumar Mondal,Kotulpur,Khiri
West Bengal,Bankura,RETAILER,Abdus Sukur Mondal,Kotulpur,Krishnanagar
West Bengal,Bankura,RETAILER,Madhusudan Mondal,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,Baidyanath Ghosh,Kotulpur,
West Bengal,Bankura,RETAILER,Muktaram Mondal,Kotulpur,Deshra
West Bengal,Bankura,RETAILER,Md. Mashud Ali Mallick,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,Shyamapada Shit,Vishnupur,Hinjuri
West Bengal,Bankura,RETAILER,Arup Bhuin,Taldangra,Taldangra
West Bengal,Bankura,RETAILER,Gurudas Chowdhury,Kotulpur,Ramdiha
West Bengal,Bankura,RETAILER,Bhaskar Chandra Nayak,Kotulpur,
West Bengal,Bankura,RETAILER,Manas Kumar Kundu,Kotulpur,Hazra Pushkarini
West Bengal,Bankura,RETAILER,Jatadhar Dutta,Kotulpur,Lallbazar
West Bengal,Bankura,RETAILER,Pareshnath Ghosh,Kotulpur,
West Bengal,Bankura,RETAILER,Chanchal Kumar Pal,Kotulpur,Lego
West Bengal,Bankura,RETAILER,Jarjis Ali Bangi,Kotulpur,Sub District Headquater
West Bengal,Bankura,RETAILER,Amit Kumar Ghosh,Kotulpur,Panahar
West Bengal,Bankura,RETAILER,Madanmohan Pal,Kotulpur,Tajpur
West Bengal,Bankura,RETAILER,Santinath Nandi,Kotulpur,Darapur
West Bengal,Bankura,RETAILER,Pran Gobinda Chakraborty,Kotulpur,Karak Berya
West Bengal,Bankura,RETAILER,Tapan Pal,Kotulpur,Koalpara
West Bengal,Bankura,RETAILER,Mahadeb Chandra,Kotulpur,Mirzapur
West Bengal,Bankura,RETAILER,Nilkanta Panja,Kotulpur,Gopinathpur
West Bengal,Bankura,RETAILER,Nemai Chandra Dey,Kotulpur,Mirzapur
West Bengal,Bankura,RETAILER,Ramranjan Ghosh,Kotulpur,Jayrambati
West Bengal,Bankura,RETAILER,Arun Kumar Kundu,Kotulpur,Darapur
West Bengal,Bankura,RETAILER,Purnendu Kumar Pal,Kotulpur,Sub District Headquater
West Bengal,Bankura,RETAILER,Atanka Bhanjan Ghosh,Kotulpur,Laugram
West Bengal,Bankura,RETAILER,Anath Bandhu Chakraborty,Kotulpur,
West Bengal,Bankura,RETAILER,Kantilal Mondal,Kotulpur,Laugram
West Bengal,Bankura,RETAILER,Prasanta Pal,Kotulpur,Balitha
West Bengal,Bankura,RETAILER,Mahadeb Ghosh,Kotulpur,Karak Berya
West Bengal,Bankura,RETAILER,Arijit Guin,Kotulpur,Sihar
West Bengal,Bankura,RETAILER,Dibdulal Biswas,Kotulpur,Chhakraghu
West Bengal,Bankura,RETAILER,Tapan Kumar Pal,Kotulpur,Lego
West Bengal,Bankura,RETAILER,Bijoy Kumar Mandi,Ranibundh,Barikul
West Bengal,Bankura,RETAILER,Uma Sankar Chowdhury,Jaypur,
West Bengal,Bankura,RETAILER,Lakshmi Kanta Mandal,Kotulpur,Ramdiha
West Bengal,Bankura,RETAILER,Santi Prasad Nayak,Raipur,Matgoda
West Bengal,Bankura,RETAILER,Dilip Kumar Pal,Simlapal,
West Bengal,Bankura,RETAILER,Krishna Chandra Pain,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Balaram Paine,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Tapan Layak,Barjora,
West Bengal,Bankura,RETAILER,Anshuman Das,Raipur,Nepura
West Bengal,Bankura,RETAILER,Rampada Layek,Barjora,Sub District Headquater
West Bengal,Bankura,RETAILER,Rohit Kundu,Bankura - I,Sub District Headquater
West Bengal,Bankura,RETAILER,Goutam De,Indus,Paharpur
West Bengal,Bankura,RETAILER,Manik Chandra Kundu,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Somnath Chowdhury,Bankura - II,Kaljuri
West Bengal,Bankura,RETAILER,Swadhin Kumar Pal,Bankura - I,Sub District Headquater
West Bengal,Bankura,RETAILER,Biswajit Gorai,Bankura - II,Man Kanali
West Bengal,Bankura,RETAILER,Jhantulal Ghosh,Bankura - II,Kanchanpur
West Bengal,Bankura,RETAILER,Amit Kundu,Chhatna,Kharbana
West Bengal,Bankura,RETAILER,Karunamoy Pramanik,Gangajalghati,Nutangram
West Bengal,Bankura,RETAILER,Goutam Patra,Gangajalghati,Sub District Headquater
West Bengal,Bankura,RETAILER,Dipak Kumar Ghosh,Onda,Sub District Headquater
West Bengal,Bankura,RETAILER,Kantu De,Bankura - II,Man Kanali
West Bengal,Bankura,RETAILER,Debasis Patra,Onda,Bheduasol
West Bengal,Bankura,RETAILER,Anil Chandra Ghosh,Barjora,
West Bengal,Bankura,RETAILER,Samir Kundu,Onda,Nikunjapur
West Bengal,Bankura,RETAILER,Kartick Bangal,Bankura - II,Sub District Headquater
West Bengal,Bankura,RETAILER,Siddharta Sankar Pal,Sonamukhi,Simla
West Bengal,Bankura,RETAILER,Prabir Bannerjee,Barjora,Dadhimukha
West Bengal,Bankura,RETAILER,Sunil Haldar,Barjora,Sub District Headquater
West Bengal,Bankura,RETAILER,Rabilochan Maji,Barjora,Maliara
West Bengal,Bankura,RETAILER,Asit Baran Layek,Barjora,Uara
West Bengal,Bankura,RETAILER,Krishnendu Pandey,Barjora,Uara
West Bengal,Bankura,RETAILER,Purna Chandra Garai,Gangajalghati,Salbedya
West Bengal,Bankura,RETAILER,Subrata Maji,Barjora,Dejuri
West Bengal,Bankura,RETAILER,Partha Rakshit,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Purna Chandra Kundu,Chhatna,Gurputa
West Bengal,Bankura,RETAILER,Sahadeb Ghosh,Onda,
West Bengal,Bankura,RETAILER,Lalmohan Kar,Chhatna,Kamalpur
West Bengal,Bankura,RETAILER,Samar Chandra Dey,Chhatna,Kharbana
West Bengal,Bankura,RETAILER,Bidyapati Nandi,Raipur,Sub District Headquater
West Bengal,Bankura,RETAILER,Sukumar Dalal,Raipur,
West Bengal,Bankura,RETAILER,Timir Kumar Mandal,Raipur,Siarbeda
West Bengal,Bankura,RETAILER,Arun Kumar Patra,Raipur,Kamalpur
West Bengal,Bankura,RETAILER,Uttam Kumar Dey,Taldangra,Sub District Headquater
West Bengal,Bankura,RETAILER,Ajit Kumar Mandal,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Baidyanath Baxi,Chhatna,Dubrajpur
West Bengal,Bankura,RETAILER,Himangshu Shit,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Samiran Sen,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Sadananda Mondal,Chhatna,Lohagar
West Bengal,Bankura,RETAILER,Swapan Ghosh,Onda,Hatbari
West Bengal,Bankura,RETAILER,Swarup Patra,Bankura - II,Salbani
West Bengal,Bankura,RETAILER,Sadhan Kumbhakar,Onda,Sub District Headquater
West Bengal,Bankura,RETAILER,Mihir Modak,Indpur,Sub District Headquater
West Bengal,Bankura,RETAILER,Madhusudan Ghosal,Chhatna,Chamkara
West Bengal,Bankura,RETAILER,SUDHIR PAL,Chhatna,
West Bengal,Bankura,RETAILER,Susanta Laha,Simlapal,Patamechla
West Bengal,Bankura,RETAILER,Dipak Kumar Sannigrahi,Simlapal,Beoncha
West Bengal,Bankura,RETAILER,Joydeb Sannigrahi,Simlapal,Kusmi
West Bengal,Bankura,RETAILER,Partha Patit Pal,Taldangra,Taldangra
West Bengal,Bankura,RETAILER,Lakshmi Kanta Pal,Simlapal,Sub District Headquater
West Bengal,Bankura,RETAILER,Rajib Kundu,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Mohan Kundu,Gangajalghati,
West Bengal,Bankura,RETAILER,Bamapada Kundu,Barjora,Shitla
West Bengal,Bankura,RETAILER,Krishnapada Mallick,Chhatna,Aljhara
West Bengal,Bankura,RETAILER,Gouri Sankar Sarma,Mejhia,Mejhia
West Bengal,Bankura,RETAILER,Naba Ranjan Biswas,Patrasayer,Uttar Pataspur
West Bengal,Bankura,RETAILER,Paresh Nath Patra,Taldangra,Nachankonda
West Bengal,Bankura,RETAILER,Goutam Mondal,Taldangra,Tilaghagri
West Bengal,Bankura,RETAILER,Bablu Gorai,Saltora,Sub District Headquater
West Bengal,Bankura,RETAILER,Krishna Chandra Garai,Taldangra,Panchmura
West Bengal,Bankura,RETAILER,Abdul Hosen Khan,Taldangra,Rajpur
West Bengal,Bankura,RETAILER,Mrinal Kanti Chatterjee,Taldangra,Nachankonda
West Bengal,Bankura,RETAILER,Biswanath Choudhuri,Onda,Khamarbere
West Bengal,Bankura,RETAILER,Pradip Banerjee,Vishnupur,Joykrishnapur
West Bengal,Bankura,RETAILER,Surendranath Mahanti,Taldangra,Satmauli
West Bengal,Bankura,RETAILER,Debijit Nag,Taldangra,Sub District Headquater
West Bengal,Bankura,RETAILER,Asim Kumar Pal,Taldangra,Amdangra
West Bengal,Bankura,RETAILER,Susanta Patra,Taldangra,Methena
West Bengal,Bankura,RETAILER,Joydeb Dey,Taldangra,Satmauli
West Bengal,Bankura,RETAILER,Swapan Kumar Datta,Taldangra,
West Bengal,Bankura,RETAILER,Ananda Dutta,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Ujjwal Kumar Pangas,Taldangra,Satmauli
West Bengal,Bankura,RETAILER,Gajanan Kundu,Chhatna,Kharbana
West Bengal,Bankura,RETAILER,Janardan Dey,Taldangra,Taldangra
West Bengal,Bankura,RETAILER,Tapati Dutta,Barjora,Sub District Headquater
West Bengal,Bankura,RETAILER,Arun Gorai,Bankura - II,Kesekol
West Bengal,Bankura,RETAILER,Binoy Shit,Bankura - I,Sub District Headquater
West Bengal,Bankura,RETAILER,Sujit Satpathi,Simlapal,Sub District Headquater
West Bengal,Bankura,RETAILER,Mahadev Dutta,Taldangra,Panchmura
West Bengal,Bankura,RETAILER,Mahadeb Dutta,Onda,Chandrakona
West Bengal,Bankura,RETAILER,Bablu Karmodak,Khatra,
West Bengal,Bankura,RETAILER,Ajit Kumar Goswami,Khatra,
West Bengal,Bankura,RETAILER,Ajay Kumar Mahato,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Bibekananda Karmodak,,
West Bengal,Bankura,RETAILER,Ranjit Kumar Mallick,Khatra,Danrrsol
West Bengal,Bankura,RETAILER,Shanti Gopal Dey,Ranibundh,
West Bengal,Bankura,RETAILER,Dilipkumarsinghamahapatra,Simlapal,Putiadaha
West Bengal,Bankura,RETAILER,Saktipada Sannigrahi,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Prabir Kumar Patra,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Chandan Pratihar,Taldangra,Taldangra
West Bengal,Bankura,RETAILER,Sanjoy Mandal,Raipur,Matgoda
West Bengal,Bankura,RETAILER,Shibaram Hatui,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Sunil Rakshit,Chhatna,
West Bengal,Bankura,RETAILER,Tapan Maji,Chhatna,Jirra
West Bengal,Bankura,RETAILER,Bivakar Kundu,Kotulpur,Aswinkota
West Bengal,Bankura,RETAILER,Asim Kumar Haldar,Chhatna,Saluni
West Bengal,Bankura,RETAILER,Buddhadev Garai,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Prabir Kumar Chakraborty,Onda,Khamarbere
West Bengal,Bankura,RETAILER,Arun Kumar Nandi,Kotulpur,Lego
West Bengal,Bankura,RETAILER,Saroj Kumar Majumder,Kotulpur,Balitha
West Bengal,Bankura,RETAILER,Arup Mondal,Kotulpur,Dashere
West Bengal,Bankura,RETAILER,Dhananjoy Nandi,Kotulpur,Gopalganja
West Bengal,Bankura,RETAILER,Sushovan Roy,Jaypur,Jujur
West Bengal,Bankura,RETAILER,Tarunkumarsahamondal,Taldangra,Satmauli
West Bengal,Bankura,RETAILER,Prasanta Koley,Jaypur,Rautkhanda
West Bengal,Bankura,RETAILER,Shyamapada Karmakar,Vishnupur,Marar
West Bengal,Bankura,RETAILER,Smt. Angur Pal,Taldangra,Sub District Headquater
West Bengal,Bankura,RETAILER,Nirod Baran Sannigrahi,Simlapal,Puipal
West Bengal,Bankura,RETAILER,Basudev Khan,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Rabibdranath Das,Taldangra,Panchmura
West Bengal,Bankura,RETAILER,Kalipada Kundu,Vishnupur,Joykrishnapur
West Bengal,Bankura,RETAILER,Abubakar Mollah,Jaypur,Baliguma
West Bengal,Bankura,RETAILER,Yeasin Ali Mondal,Taldangra,Rajpur
West Bengal,Bankura,RETAILER,Sukumar Dey,Taldangra,Murakati
West Bengal,Bankura,RETAILER,Jagadalla Gorabari Skus Ltd.,Bankura - I,Dhaldanga
West Bengal,Bankura,RETAILER,Susantakumarsinghamahapatra,Simlapal,Sub District Headquater
West Bengal,Bankura,RETAILER,Dipali Mondal,Simlapal,Jagannathpur
West Bengal,Bankura,RETAILER,Samar Kumar Dhabal,Onda,Nikunjapur
West Bengal,Bankura,RETAILER,Manas Ghosh,Bankura - II,Kanchanpur
West Bengal,Bankura,RETAILER,Sushilkumarsinghababu,Simlapal,Sub District Headquater
West Bengal,Bankura,RETAILER,Ashis Baran Kotal,Onda,Machhrakhi
West Bengal,Bankura,RETAILER,Uttam Kumar Pal,Onda,Ratanpur
West Bengal,Bankura,RETAILER,Chittaranjan Gorai,Bankura - II,Kadmaghati
West Bengal,Bankura,RETAILER,Prabir Pathak,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Nimai Mandal,Taldangra,Sub District Headquater
West Bengal,Bankura,RETAILER,Sunil Kumar Biswas,Onda,Gopalpur
West Bengal,Bankura,RETAILER,Tarak Maji,Saltora,Sub District Headquater
West Bengal,Bankura,RETAILER,Rabilochan Pathak,Onda,Lodna
West Bengal,Bankura,RETAILER,Dharmaraj Ghosh,Barjora,Bhairabdanga
West Bengal,Bankura,RETAILER,Santosh Kumar Baru,Barjora,Bishanpur
West Bengal,Bankura,RETAILER,Sanjit Biswas,Sonamukhi,Nityanandapur
West Bengal,Bankura,RETAILER,Monohar Rakshit,Barjora,Hatashuria
West Bengal,Bankura,RETAILER,Dipak Dutta,Chhatna,Sub District Headquater
West Bengal,Bankura,RETAILER,Sibaprasad Patra,Taldangra,Bibarda
West Bengal,Bankura,RETAILER,Mahadev Pal,Jaypur,Maynapur
West Bengal,Bankura,RETAILER,Batakrishna Pal,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,Uttam Kumar Das,Ranibundh,Jhilimili
West Bengal,Bankura,RETAILER,Shyamaprasad Haldar,Sarenga,Sarenga
West Bengal,Bankura,RETAILER,Dasarath Shit,Taldangra,Rajpur
West Bengal,Bankura,RETAILER,Lilabati Panda,Hirbandh,Guniada
West Bengal,Bankura,RETAILER,Monoj Kumar Mahanty,Hirbandh,Hir Bandh
West Bengal,Bankura,RETAILER,Ajoy Mondal,Taldangra,Bibarda
West Bengal,Bankura,RETAILER,Bikash Mallick,Raipur,Sub District Headquater
West Bengal,Bankura,RETAILER,Nandalal Dey,Sarenga,
West Bengal,Bankura,RETAILER,Ajit Kumar Das,Ranibundh,Dhadanga
West Bengal,Bankura,RETAILER,Sankar Shan Hota,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Ajit Patra,Sarenga,Majura
West Bengal,Bankura,RETAILER,Priya Ranjan Misra,Onda,Medinipur
West Bengal,Bankura,RETAILER,Samiran Mondal,Taldangra,Sub District Headquater
West Bengal,Bankura,RETAILER,Satya Dutta,Bankura - I,Kalpathar
West Bengal,Bankura,RETAILER,Jalalludin Molla,Onda,
West Bengal,Bankura,RETAILER,Aparna Chakraborty,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,Alamgir Mondal,Onda,Sub District Headquater
West Bengal,Bankura,RETAILER,Manik Haldar,Hirbandh,Sub District Headquater
West Bengal,Bankura,RETAILER,Mahadev Patra,Indpur,Araldihi
West Bengal,Bankura,RETAILER,Sarban Kedia,Mejhia,Mejhia
West Bengal,Bankura,RETAILER,Mahananda Gorain,Saltora,Tiluri
West Bengal,Bankura,RETAILER,Tapas Kumar Deasi,Sonamukhi,Sona Dwipa
West Bengal,Bankura,RETAILER,Goutam Ghosh,Onda,Hirapur
West Bengal,Bankura,RETAILER,Sagar Chandra Pal,Onda,Binodnagar
West Bengal,Bankura,RETAILER,Tarun Kumar Das,Indpur,Bheduasol
West Bengal,Bankura,RETAILER,Anil Kumar Maji,Gangajalghati,Durlabhpur
West Bengal,Bankura,RETAILER,Sathi Mukherjee,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Uttam Mondal,Khatra,Kadra
West Bengal,Bankura,RETAILER,Sadhan Maji,Hirbandh,
West Bengal,Bankura,RETAILER,Nimai Pal,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,Anup Garai,Onda,Sub District Headquater
West Bengal,Bankura,RETAILER,Manik Pal,Onda,Chabra
West Bengal,Bankura,RETAILER,Mansa Saw,Vishnupur,Chua Masina
West Bengal,Bankura,RETAILER,Durga Das Dutta,Taldangra,Saltara
West Bengal,Bankura,RETAILER,Balaram Khan,Onda,Maudi
West Bengal,Bankura,RETAILER,Kartick Dutta,Onda,Shalihan
West Bengal,Bankura,RETAILER,Chinmoy Nandi,Onda,Khamarbere
West Bengal,Bankura,RETAILER,Sk. Anowar Ali,Kotulpur,Panna
West Bengal,Bankura,RETAILER,Parthasarathi Kundu,Vishnupur,Bhara
West Bengal,Bankura,RETAILER,Tanmoy Barui,Onda,Sub District Headquater
West Bengal,Bankura,RETAILER,Manik Mukherjee,Onda,Puncha
West Bengal,Bankura,RETAILER,Damdi Pirrah Skus Ltd,Khatra,Damdi
West Bengal,Bankura,RETAILER,Khanpara S.K.U.S,Patrasayer,Khanpara
West Bengal,Bankura,RETAILER,Kundapuskarini Gpskus,Sonamukhi,Kunda Pushkarini
West Bengal,Bankura,RETAILER,Sujoy Kumar Sen,Onda,Onda
West Bengal,Bankura,RETAILER,Mathur Ghosh,Onda,Damasini
West Bengal,Bankura,RETAILER,Subrata Karmakar,Jaypur,Hijaldigha
West Bengal,Bankura,RETAILER,Arunangshu Chand,Sarenga,Sarenga
West Bengal,Bankura,RETAILER,Mandalkuli A.A.G.B Coop.Soc.,Raipur,Dumuror
West Bengal,Bankura,RETAILER,Subodh Chandra Mandal,Taldangra,Taldangra
West Bengal,Bankura,RETAILER,Sujit Karak,Sonamukhi,Kalyanpur
West Bengal,Bankura,RETAILER,Soumen Dey,Raipur,Katapal
West Bengal,Bankura,RETAILER,Sukumar Sen,Ranibundh,Rani Bandh
West Bengal,Bankura,RETAILER,Prasanta Dutta,Raipur,Jarka
West Bengal,Bankura,RETAILER,Rajib Das,Khatra,
West Bengal,Bankura,RETAILER,Mrinal Kundu,Raipur,Jashpara
West Bengal,Bankura,RETAILER,Rajabul Ali,Khatra,
West Bengal,Bankura,RETAILER,Aswini Das,Raipur,Matgoda
West Bengal,Bankura,RETAILER,Shyamapada Shannigrahi,Raipur,Penchakola
West Bengal,Bankura,RETAILER,Guru Pada Mahata,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Kushal Chandra Sahu,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Susanta Mahapatra,Sarenga,Dhepua
West Bengal,Bankura,RETAILER,Partha Roy,Gangajalghati,Barajuri
West Bengal,Bankura,RETAILER,Shib Sankar Sarkar,Saltora,Kashihir
West Bengal,Bankura,RETAILER,Nurul Hoda Mondal,Onda,Sub District Headquater
West Bengal,Bankura,RETAILER,Pravas Ranjan Pal,Saltora,Tiluri
West Bengal,Bankura,RETAILER,Samir Patra,Onda,Ratanpur
West Bengal,Bankura,RETAILER,Shyamaprasad Khan,Jaypur,Uttarbar
West Bengal,Bankura,RETAILER,Panchanan Gorai,Onda,Lapur
West Bengal,Bankura,RETAILER,Ranjit Diasi,Onda,Mankhamar
West Bengal,Bankura,RETAILER,Goutam Pan,Kotulpur,Gopinathpur
West Bengal,Bankura,RETAILER,Sk. Ruhul Amin,Kotulpur,Radhadamodar Pur
West Bengal,Bankura,RETAILER,Sushil Kumar Ghosh,Onda,Majdiha
West Bengal,Bankura,RETAILER,Harasundar Panda,Sarenga,Harinarayanpur
West Bengal,Bankura,RETAILER,Uttam Kumar Chattopadhyay,Taldangra,Saltara
West Bengal,Bankura,RETAILER,Basudeb Chatterjee,Onda,Nutangram
West Bengal,Bankura,RETAILER,Gopal Chandra Kundu,Chhatna,Kharbana
West Bengal,Bankura,RETAILER,Bishnu Mondal,Chhatna,Ampahari
West Bengal,Bankura,RETAILER,Amrit Ghanti,Saltora,Ilam Bazar
West Bengal,Bankura,RETAILER,Subhendu Mondal,Onda,Chaulabad
West Bengal,Bankura,RETAILER,Ganesh Chandra Bhuin,Onda,Lodna
West Bengal,Bankura,RETAILER,Anadi Sankar Patra,Indpur,Dangarampur
West Bengal,Bankura,RETAILER,Ganesh Datta,Onda,Shalihan
West Bengal,Bankura,RETAILER,Milan Manna,Onda,Jhati Bani
West Bengal,Bankura,RETAILER,Sanjoy Ghosal,Chhatna,Kamarkuli
West Bengal,Bankura,RETAILER,Golam Mustafa Mondal,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,Desbandhu De,Raipur,Lurka
West Bengal,Bankura,RETAILER,Asit Baran Malgope,Onda,Madan Mohanpur
West Bengal,Bankura,RETAILER,Joydeb Ghosh,Sarenga,Bagjanta
West Bengal,Bankura,RETAILER,Indrajit Mahata,Ranibundh,Malcharar
West Bengal,Bankura,RETAILER,Anup Kumar Sangiri,Khatra,Sub District Headquater
West Bengal,Bankura,RETAILER,Prasanta Singha Mahapatra,Simlapal,Putiadaha
West Bengal,Bankura,RETAILER,Biplab Kumar Dutta,Sarenga,Sub District Headquater
West Bengal,Bankura,RETAILER,Jagadish Kundu,Hirbandh,Guniada
West Bengal,Bankura,RETAILER,Debendranath Bid,Simlapal,Hatibari
West Bengal,Bankura,RETAILER,Apurba Kumar Mallick,Ranibundh,Rani Bandh
West Bengal,Bankura,RETAILER,Nurislam Mondal,Onda,Sub District Headquater
West Bengal,Bankura,RETAILER,Susanta Maji,Saltora,Saltora
West Bengal,Bankura,RETAILER,Subhapriya Mondal,Taldangra,Bibarda
West Bengal,Bankura,RETAILER,Balai Mandal,Vishnupur,Sub District Headquater
West Bengal,Bankura,RETAILER,Iffdc Kbsk-Ranjit Kumar Mondal,Jaypur,Dasdighi
West Bengal,Bankura,RETAILER,Panchanan Chakraborty,Vishnupur,Marar
West Bengal,Bankura,RETAILER,Atikur Rahaman Mondal,Onda,Chingani
West Bengal,Bankura,RETAILER,Sital Pan,Indus,Kunjapur
West Bengal,Bankura,RETAILER,Chikon Ghosh,Indus,Bamania
West Bengal,Bankura,RETAILER,Tarasankar Dhua,Onda,Makarkol
West Bengal,Bankura,RETAILER,Somenath Nandi,Sonamukhi,
West Bengal,Bankura,RETAILER,Taraknath Mondal,Mejhia,Ghusra
West Bengal,Bankura,RETAILER,Dharmadas Mondal,Indus,
West Bengal,Bankura,RETAILER,Astik Chhatait,Vishnupur,Benda
West Bengal,Bankura,RETAILER,Wbssc Ltd.,Bankura - I,
