State Name,District Name,Dealer Type,Agency Name,Sub District Name,Village Name
West Bengal,Bankura,RETAILER,SADANANDA GHOSH,Kotulpur,
West Bengal,Bankura,RETAILER,SRIDHAR NANDI,Kotulpur,
West Bengal,Bankura,RETAILER,SIBAPRASAD,Vishnupur,
West Bengal,Bankura,RETAILER,Madhusudan Pal,Onda,
West Bengal,Bankura,RETAILER,LAXMINARAYAN KRISHI BHANDAR,Indus,
West Bengal,Bankura,RETAILER,UMAKANTA PAL,Sonamukhi,
West Bengal,Bankura,RETAILER,WBSSCL,Bankura - I,
West Bengal,Bankura,RETAILER,ASHOK GHOSH,Kotulpur,
West Bengal,Bankura,RETAILER,RANJAN KUMAR PAL,Kotulpur,
West Bengal,Bankura,RETAILER,DWIP DULAL BISWAS,Kotulpur,
West Bengal,Bankura,RETAILER,MD GIASUDDIN SHAIKH,Barjora,
West Bengal,Bankura,RETAILER,SWARUP KARAK,Sonamukhi,
West Bengal,Bankura,RETAILER,ASHOKE KUMAR SARKAR,Kotulpur,
West Bengal,Bankura,RETAILER,SUNIL CHANDRA DEY,Vishnupur,
West Bengal,Bankura,RETAILER,Pirumohondey Dey,Kotulpur,
West Bengal,Bankura,RETAILER,KHAYRUL HAQUE ZAMADER,Patrasayer,
West Bengal,Bankura,RETAILER,BIDUYT GHOSH,Patrasayer,
West Bengal,Bankura,RETAILER,SUKDEB GHOSHAL,Barjora,
West Bengal,Bankura,RETAILER,RANJIT GHOSH,Sonamukhi,
West Bengal,Bankura,RETAILER,KARTIK HAT,Vishnupur,
West Bengal,Bankura,RETAILER,BANSHIDHAR MAHATA,Khatra,
West Bengal,Bankura,RETAILER,SUNIL BARAN AIKAT,Jaypur,
West Bengal,Bankura,RETAILER,NARENDRANATH GHOSH,Gangajalghati,
West Bengal,Bankura,RETAILER,BARID BARAN PATI,Khatra,
West Bengal,Bankura,RETAILER,SAMAR GHOSH,Gangajalghati,
West Bengal,Bankura,RETAILER,ECADASPALLY S.K.U.S LTD.,Gangajalghati,
West Bengal,Bankura,RETAILER,SACHINDANANDA CHAKRABARTI,Jaypur,
West Bengal,Bankura,RETAILER,SUMAN PATRA,Khatra,
West Bengal,Bankura,RETAILER,SUKUMAR GHOSH,Barjora,
West Bengal,Bankura,RETAILER,SENDRA S K U S LTD,Bankura - II,
West Bengal,Bankura,RETAILER,AJIT KUMAR MAN,Barjora,
West Bengal,Bankura,RETAILER,GOBINDA PRASAD BAG,Khatra,
West Bengal,Bankura,RETAILER,SALBONI S K U S LTD,Bankura - II,
West Bengal,Bankura,RETAILER,CHANDICHARAN GHOSH,Vishnupur,
West Bengal,Bankura,RETAILER,JOYDEB MONDAL,Bankura - II,
West Bengal,Bankura,RETAILER,BISWANATH MAHATA,Khatra,
West Bengal,Bankura,RETAILER,TAPAN MUKHERJEE,Bankura - I,
West Bengal,Bankura,RETAILER,MIHIR MAJI,Saltora,
West Bengal,Bankura,RETAILER,JAMINI GORAI,Bankura - I,
West Bengal,Bankura,RETAILER,SUSANTA NANDI,Bankura - I,
West Bengal,Bankura,RETAILER,MANTUMOY CHATTAPADHYAY,Sonamukhi,
West Bengal,Bankura,RETAILER,PADMALOCHAN SINGHA MAHAPATRA,Khatra,
West Bengal,Bankura,RETAILER,Mihir Kumar Kundu,Sarenga,
West Bengal,Bankura,RETAILER,BIBHUTI BHANDAR,Khatra,
West Bengal,Bankura,RETAILER,JAMINI GORAI,Bankura - I,
West Bengal,Bankura,RETAILER,ASIT BARAN SINGHA,Gangajalghati,
West Bengal,Bankura,RETAILER,SHYAMAL DEY,Khatra,
West Bengal,Bankura,RETAILER,Tapan Kumar Paine,Khatra,
West Bengal,Bankura,RETAILER,DURGADAS SHARMA,Mejhia,
West Bengal,Bankura,RETAILER,TARAPADA SAHA,Sonamukhi,
West Bengal,Bankura,RETAILER,SEKH MD HARES ALI,Sonamukhi,
West Bengal,Bankura,RETAILER,PROSENJIT DAS,Patrasayer,
West Bengal,Bankura,RETAILER,MOFIJUL HOSSAIN MALLICK,Indus,
West Bengal,Bankura,RETAILER,SUBRATA PATRA,Khatra,
West Bengal,Bankura,RETAILER,SANJAY GARAI,Gangajalghati,
West Bengal,Bankura,RETAILER,NANDA DULAL HAT,Vishnupur,
West Bengal,Bankura,RETAILER,ACHINTYA DANA,Indus,
West Bengal,Bankura,RETAILER,Prabir Kumar Nandi,Gangajalghati,
West Bengal,Bankura,RETAILER,APURBA KUNDU,Sonamukhi,
West Bengal,Bankura,RETAILER,BIKASH DUTTA,Taldangra,
West Bengal,Bankura,RETAILER,ASHOKE KUMAR MANDAL,Hirbandh,
West Bengal,Bankura,RETAILER,ROUTHKHANDA ASKUS LIMITED,Jaypur,
West Bengal,Bankura,RETAILER,RAKHAHARI MANDAL,Raipur,
West Bengal,Bankura,RETAILER,RAJKUMAR MUKHERJEE,Patrasayer,
West Bengal,Bankura,RETAILER,MUJIBAR RAHAMAN MALLICK,Patrasayer,
West Bengal,Bankura,RETAILER,Shyam Sundar Nandi,Sarenga,
West Bengal,Bankura,RETAILER,SOMNATH SARKAR,Indus,
West Bengal,Bankura,RETAILER,LALMOHAN GANGULY,Sonamukhi,
West Bengal,Bankura,RETAILER,KALIPADA DAS,Khatra,
West Bengal,Bankura,RETAILER,HARISADHAN KHAN,Kotulpur,
West Bengal,Bankura,RETAILER,Biswajit Ash,Taldangra,
West Bengal,Bankura,RETAILER,Buddhadev Tantubay,Indpur,
West Bengal,Bankura,RETAILER,BISWAJIT PATRA,Khatra,
West Bengal,Bankura,RETAILER,SOUMAN MANDAL,Patrasayer,
West Bengal,Bankura,RETAILER,UDAY CHAND RAKSHIT,Indus,
West Bengal,Bankura,RETAILER,KAZI MADESWAR HOSSAIN,Indus,
West Bengal,Bankura,RETAILER,SANKAR SARKAR,Jaypur,
West Bengal,Bankura,RETAILER,BIBEKANANDA MUKHOPADHYAY,Vishnupur,
West Bengal,Bankura,RETAILER,ASHIM KUMAR ROY,Kotulpur,
West Bengal,Bankura,RETAILER,SMT. CHHAYA LAYEK,Khatra,
West Bengal,Bankura,RETAILER,atibur khan,Kotulpur,
West Bengal,Bankura,RETAILER,PRASANTA KUMAR BISWAS,Patrasayer,
West Bengal,Bankura,RETAILER,AMIYO KUMAR DAS,Barjora,
West Bengal,Bankura,RETAILER,CHAKPATRASAYER S.K.U.S,Patrasayer,
West Bengal,Bankura,RETAILER,Prakash Pathak,Raipur,
West Bengal,Bankura,RETAILER,Pranab Kumar Chatterjee,Indpur,
West Bengal,Bankura,RETAILER,JAMIRUL MALLICK,Patrasayer,
West Bengal,Bankura,RETAILER,SUMAN PATRA,Khatra,
West Bengal,Bankura,RETAILER,GOURANGA DE,Patrasayer,
West Bengal,Bankura,RETAILER,RAJKUMAR CHANAK,Kotulpur,
West Bengal,Bankura,RETAILER,QUAZI IFTIKAR HOSSAIN,Patrasayer,
West Bengal,Bankura,RETAILER,RANADIP GHOSH,Patrasayer,
West Bengal,Bankura,RETAILER,ASIT DEY,Onda,
West Bengal,Bankura,RETAILER,SUJIT KR. PATRA,Khatra,
West Bengal,Bankura,RETAILER,SUKANTA SALUI,Patrasayer,
West Bengal,Bankura,RETAILER,PRATAP MUKHERJEE,Khatra,
West Bengal,Bankura,RETAILER,MANTU KUMAR GHOSH,Indus,
West Bengal,Bankura,RETAILER,UDAYAN SKUS LTD,Indus,
West Bengal,Bankura,RETAILER,ARINDAM DANDAPAT,Khatra,
West Bengal,Bankura,RETAILER,PRASANTA PAL,Kotulpur,
West Bengal,Bankura,RETAILER,UTTAM MAHAPATRA,Raipur,
West Bengal,Bankura,RETAILER,AJIT KUMAR LATH,Vishnupur,
West Bengal,Bankura,RETAILER,BANSHI BADAN KUNDU,Patrasayer,
West Bengal,Bankura,RETAILER,MRITYUNJAY DAS,Indus,
West Bengal,Bankura,RETAILER,GONESH GORAI,Chhatna,
West Bengal,Bankura,RETAILER,SUDARSAN PAL,Patrasayer,
West Bengal,Bankura,RETAILER,DURGADAS SHARMA,Mejhia,
West Bengal,Bankura,RETAILER,piru mohan dey,Kotulpur,
West Bengal,Bankura,RETAILER,KRISHNA CHANDRA,Indus,
West Bengal,Bankura,RETAILER,BANTILLA SKUS Ltd,Khatra,
West Bengal,Bankura,RETAILER,MADHUSUDHAN ROY,Vishnupur,
West Bengal,Bankura,RETAILER,MAA MANASA KRISHI BHANDAR,Ranibundh,
West Bengal,Bankura,RETAILER,BADAL CHANDRA DAS,Ranibundh,
West Bengal,Bankura,RETAILER,GHOSH KRISHI BHANDAR,Ranibundh,
West Bengal,Bankura,RETAILER,DOLGOBINDA KUMBHAKAR,Khatra,
West Bengal,Bankura,RETAILER,SHIB SANKAR DAS,Ranibundh,
West Bengal,Bankura,RETAILER,GOUTAM SARKAR,Patrasayer,
West Bengal,Bankura,RETAILER,MAJIRDANGA SKUS LTD,Sonamukhi,
West Bengal,Bankura,RETAILER,TAPAN KUMAR MANDOL,Khatra,
West Bengal,Bankura,RETAILER,CHINTAHARAN RAY,Hirbandh,
West Bengal,Bankura,RETAILER,BALARAM MANDAL ,Khatra,
West Bengal,Bankura,RETAILER,DEBASIS PATRA,Hirbandh,
West Bengal,Bankura,RETAILER,MADHAB KUMBHAKAR,Hirbandh,
West Bengal,Bankura,RETAILER,KALIPADA DAS,Khatra,
West Bengal,Bankura,RETAILER,SUMANTA PATHAK,Indpur,
West Bengal,Bankura,RETAILER,Uday Banerjee,Sarenga,
West Bengal,Bankura,RETAILER,ARUN DUTTA,Indus,
West Bengal,Bankura,RETAILER,PRADIP MANDAL,Indpur,
West Bengal,Bankura,RETAILER,SANTI GOPAL DEY,Ranibundh,
West Bengal,Bankura,RETAILER,TUTUL DUTTA,Patrasayer,
West Bengal,Bankura,RETAILER,SURAJIT SHIT,Sonamukhi,
West Bengal,Bankura,RETAILER,Manjar Hussen Dalal,Onda,
West Bengal,Bankura,RETAILER,MOYNAPUR ASKUS LTD,Jaypur,
West Bengal,Bankura,RETAILER,NABAKUMAR KUNDU,Jaypur,
West Bengal,Bankura,RETAILER,SUTAPA CHATERJEE,Bankura - II,
West Bengal,Bankura,RETAILER,RADHANAGAR SKUS,Vishnupur,
West Bengal,Bankura,RETAILER,MAHATA FERTILIZER,Khatra,
West Bengal,Bankura,RETAILER,RIJAUL SEKH,Jaypur,
West Bengal,Bankura,RETAILER,Sukumar Mandal,Sarenga,
West Bengal,Bankura,RETAILER,MANAS KUMAR PANJA,Patrasayer,
West Bengal,Bankura,RETAILER,ASOKE KUMAR NAMHATA,Vishnupur,
West Bengal,Bankura,RETAILER,AWARAJ BANERJEE,Vishnupur,
West Bengal,Bankura,RETAILER,MADHAB KUMBHAKAR,Khatra,
West Bengal,Bankura,RETAILER,BASUDEV PAL,Patrasayer,
West Bengal,Bankura,RETAILER,CHANDI DAS MANDAL,Chhatna,
West Bengal,Bankura,RETAILER,MITALI S.K.U.S,Indus,
West Bengal,Bankura,RETAILER,MADHAB CHANDRA HALDER,Chhatna,
West Bengal,Bankura,RETAILER,MAHINUDDIN MALLICK,Patrasayer,
West Bengal,Bankura,RETAILER,JOYPUR FSCS LTD,Jaypur,
West Bengal,Bankura,RETAILER,RAMNATHPUR S K U S LTD,Chhatna,
West Bengal,Bankura,RETAILER,LARGE SIZE MULTIPURPOSE CO-OPE,Saltora,
West Bengal,Bankura,RETAILER,SWARAJ BANERJEE,Vishnupur,
West Bengal,Bankura,RETAILER,SRIKANTA PAN,Kotulpur,
West Bengal,Bankura,RETAILER,BIPAD TARAN LOHAR,Taldangra,
West Bengal,Bankura,RETAILER,Biswanath Bhui,Barjora,
West Bengal,Bankura,RETAILER,Uday chandra Pal,Patrasayer,
West Bengal,Bankura,RETAILER,Susanta Kumar Ghosh,Patrasayer,
West Bengal,Bankura,RETAILER,Amit Bhui,Barjora,
West Bengal,Bankura,RETAILER,Biswanath Mondal,Onda,
West Bengal,Bankura,RETAILER,MANTU MAJUMDAR,Patrasayer,
West Bengal,Bankura,RETAILER,SAHADEB NANDI,Mejhia,
West Bengal,Bankura,RETAILER,Biswanath Chowdhury,Onda,
West Bengal,Bankura,RETAILER,Goutam sarkar,Patrasayer,
West Bengal,Bankura,RETAILER,Surajit roy,Patrasayer,
West Bengal,Bankura,RETAILER,SANTINATH GHOSH,Vishnupur,
West Bengal,Bankura,RETAILER,Panua S K U S Ltd.,Kotulpur,
West Bengal,Bankura,RETAILER,SK ROMJAN ALI,Indus,
West Bengal,Bankura,RETAILER,SANJIB DUTTA,Ranibundh,
West Bengal,Bankura,RETAILER,Satish Chandra Mandal,Saltora,
West Bengal,Bankura,RETAILER,BHAGABANDH SKUS LTD,Bankura - I,
West Bengal,Bankura,RETAILER,Madhusudhan Pal,Barjora,
West Bengal,Bankura,RETAILER,RAMKRISHNA KRISHI BANDER,Ranibundh,
West Bengal,Bankura,RETAILER,Ajit Baran SinghaMahapatra,Sarenga,
West Bengal,Bankura,RETAILER,Mahapatra Agency,Raipur,
West Bengal,Bankura,RETAILER,JAHER AYO PROGRESSIVE F.C.,Raipur,
West Bengal,Bankura,RETAILER,SANJIB MISHRA,Khatra,
West Bengal,Bankura,RETAILER,RANIPUR SKUS LTD,Mejhia,
West Bengal,Bankura,RETAILER,Himangshu Sekhar Singhamahapat,Simlapal,
West Bengal,Bankura,RETAILER,Harihar Ghoshal,Barjora,
West Bengal,Bankura,RETAILER,AVIJIT NANDI,Indus,
West Bengal,Bankura,RETAILER,NABAKUMAR SENGUPTA,Indus,
West Bengal,Bankura,RETAILER,GOBINDA PRASAD DUTTA,Indus,
West Bengal,Bankura,RETAILER,BASUDEV CHOWDHURY,Barjora,
West Bengal,Bankura,RETAILER,BISWANATH GORAI,Saltora,
West Bengal,Bankura,RETAILER,Madhu sudan Pal,Barjora,
West Bengal,Bankura,RETAILER,Gobindaprasad Dutta,Indus,
West Bengal,Bankura,RETAILER,Sabir Ali Mondal,Vishnupur,
West Bengal,Bankura,RETAILER,SANNAYSI KOLEY,Kotulpur,
West Bengal,Bankura,RETAILER,Jan Muhomad Ali,Kotulpur,
West Bengal,Bankura,RETAILER,Sabir Ali Mondal,Vishnupur,
West Bengal,Bankura,RETAILER,m/s amrit chakraborty,Barjora,
West Bengal,Bankura,RETAILER,PRATYUSH MAJI,Barjora,
West Bengal,Bankura,RETAILER,PINTU GHOSH,Patrasayer,
West Bengal,Bankura,RETAILER,MURALI DHAR BANERJEE,Bankura - I,
West Bengal,Bankura,RETAILER,MADHAB CHANDRA MAJUMDAR,Barjora,
West Bengal,Bankura,RETAILER,TAMAL MISHRA,Patrasayer,
West Bengal,Bankura,RETAILER,Joydeep Mondal,Chhatna,
West Bengal,Bankura,RETAILER,MANIK KUMAR ROY,Patrasayer,
West Bengal,Bankura,RETAILER,KRITTIBAS DAS,Khatra,
West Bengal,Bankura,RETAILER,AUDHYA KRISHI BHANDER,Barjora,
West Bengal,Bankura,RETAILER,SUSHANTA KR GHOSH,Patrasayer,
West Bengal,Bankura,RETAILER,CHARU CHANDRA GORAI,Bankura - I,
West Bengal,Bankura,RETAILER,JAYGURU KRISHI BHANDAR,Hirbandh,
West Bengal,Bankura,RETAILER,Subhas Chandra Samui,Jaypur,
West Bengal,Bankura,RETAILER,Jitendra Nath Hans,Kotulpur,
West Bengal,Bankura,RETAILER,JHUMA PAL,Patrasayer,
West Bengal,Bankura,RETAILER,BABY SINGHA HAZRA,Barjora,
West Bengal,Bankura,RETAILER,Suvadeep Biswas,Kotulpur,
West Bengal,Bankura,RETAILER,JAGADANANDA SOME,Patrasayer,
West Bengal,Bankura,RETAILER,ARBAN MARIK,Sonamukhi,
West Bengal,Bankura,RETAILER,GURUPADA CHOUDHURY,Kotulpur,
West Bengal,Bankura,RETAILER,KAZI MOFIJUL HAQUE,Patrasayer,
West Bengal,Bankura,RETAILER,Debashish Mandol,Patrasayer,
